"School Year","District Code","District","School Code","Organization","Race","Gender","Grade","SpecialDemo","Geography","SubGroup","RowStatus","Dropouts","Students","PctDropouts"
"2022","31","Brandywine School District","190","Brandywine High School","African American","Male","10th Grade","Non-Foster Care","All Students","African American/Male/10th Grade/Non-Foster Care","REDACTED",,"54",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Male","10th Grade","Non-Homeless","All Students","African American/Male/10th Grade/Non-Homeless","REDACTED",,"53",
"2023","0","State of Delaware","0","State of Delaware","Hispanic/Latino","All Students","10th Grade","Non-Homeless","All Students","Hispanic/Latino/10th Grade/Non-Homeless","REPORTED","149","2,332","6.4"
"2022","31","Brandywine School District","190","Brandywine High School","African American","Male","10th Grade","Students with Disabilities","All Students","African American/Male/10th Grade/Students with Disabilities","REDACTED",,"17",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Male","All Students","All Students","All Students","African American/Male","REDACTED",,"190",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Male","All Students","Low-Income","All Students","African American/Male/Low-Income","REDACTED",,"80",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Male","All Students","Non-EL Students","All Students","African American/Male/Non-EL Students","REDACTED",,"187",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Male","All Students","Non-Foster Care","All Students","African American/Male/Non-Foster Care","REDACTED",,"190",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Male","All Students","Non-Homeless","All Students","African American/Male/Non-Homeless","REDACTED",,"185",
"2022","31","Brandywine School District","190","Brandywine High School","African American","Male","All Students","Students with Disabilities","All Students","African American/Male/Students with Disabilities","REDACTED",,"60",
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","9th Grade","All Students","All Students","White/9th Grade","REDACTED",,"106",
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","9th Grade","Non-EL Students","All Students","White/9th Grade/Non-EL Students","REDACTED",,"102",
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","9th Grade","Non-Foster Care","All Students","White/9th Grade/Non-Foster Care","REDACTED",,"106",
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","9th Grade","Non-Homeless","All Students","White/9th Grade/Non-Homeless","REDACTED",,"105",
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","9th Grade","Non Low-Income","All Students","White/9th Grade/Non Low-Income","REDACTED",,"92",
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","9th Grade","Non-SWD","All Students","White/9th Grade/Non-SWD","REDACTED",,"89",
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","11th Grade","All Students","All Students","White/11th Grade","REDACTED",,"123",
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","11th Grade","Non-EL Students","All Students","White/11th Grade/Non-EL Students","REDACTED",,"122",
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","11th Grade","Non-Foster Care","All Students","White/11th Grade/Non-Foster Care","REDACTED",,"123",
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","11th Grade","Non-Homeless","All Students","White/11th Grade/Non-Homeless","REDACTED",,"123",
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","11th Grade","Non Low-Income","All Students","White/11th Grade/Non Low-Income","REDACTED",,"112",
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","11th Grade","Non-SWD","All Students","White/11th Grade/Non-SWD","REDACTED",,"112",
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","12th Grade","All Students","All Students","White/12th Grade","REDACTED",,"98",
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","12th Grade","Non-EL Students","All Students","White/12th Grade/Non-EL Students","REDACTED",,"96",
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","12th Grade","Non-Foster Care","All Students","White/12th Grade/Non-Foster Care","REDACTED",,"98",
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","12th Grade","Non-Homeless","All Students","White/12th Grade/Non-Homeless","REDACTED",,"98",
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","12th Grade","Non Low-Income","All Students","White/12th Grade/Non Low-Income","REDACTED",,"92",
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","12th Grade","Students with Disabilities","All Students","White/12th Grade/Students with Disabilities","REDACTED",,,
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","All Students","All Students","All Students","White","REDACTED",,"439",
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","All Students","Non-EL Students","All Students","White/Non-EL Students","REDACTED",,"426",
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","All Students","Non-Foster Care","All Students","White/Non-Foster Care","REDACTED",,"439",
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","All Students","Non-Homeless","All Students","White/Non-Homeless","REDACTED",,"438",
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","All Students","Non Low-Income","All Students","White/Non Low-Income","REDACTED",,"402",
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","All Students","Non-SWD","All Students","White/Non-SWD","REDACTED",,"388",
"2022","31","Brandywine School District","190","Brandywine High School","White","All Students","All Students","Students with Disabilities","All Students","White/Students with Disabilities","REDACTED",,"51",
"2022","31","Brandywine School District","190","Brandywine High School","White","Male","9th Grade","All Students","All Students","White/Male/9th Grade","REDACTED",,"57",
"2022","31","Brandywine School District","190","Brandywine High School","White","Male","9th Grade","Non-EL Students","All Students","White/Male/9th Grade/Non-EL Students","REDACTED",,"55",
"2022","31","Brandywine School District","190","Brandywine High School","White","Male","9th Grade","Non-Foster Care","All Students","White/Male/9th Grade/Non-Foster Care","REDACTED",,"57",
"2022","31","Brandywine School District","190","Brandywine High School","White","Male","9th Grade","Non-Homeless","All Students","White/Male/9th Grade/Non-Homeless","REDACTED",,"57",
"2022","31","Brandywine School District","190","Brandywine High School","White","Male","9th Grade","Non Low-Income","All Students","White/Male/9th Grade/Non Low-Income","REDACTED",,"49",
"2022","31","Brandywine School District","190","Brandywine High School","White","Male","9th Grade","Non-SWD","All Students","White/Male/9th Grade/Non-SWD","REDACTED",,"45",
"2022","31","Brandywine School District","190","Brandywine High School","White","Male","11th Grade","Non-EL Students","All Students","White/Male/11th Grade/Non-EL Students","REDACTED",,"63",
"2022","31","Brandywine School District","190","Brandywine High School","White","Male","11th Grade","Non-Foster Care","All Students","White/Male/11th Grade/Non-Foster Care","REDACTED",,"64",
"2022","31","Brandywine School District","190","Brandywine High School","White","Male","11th Grade","Non-Homeless","All Students","White/Male/11th Grade/Non-Homeless","REDACTED",,"64",
"2022","31","Brandywine School District","190","Brandywine High School","White","Male","11th Grade","Non Low-Income","All Students","White/Male/11th Grade/Non Low-Income","REDACTED",,"61",
"2022","31","Brandywine School District","190","Brandywine High School","White","Male","11th Grade","Non-SWD","All Students","White/Male/11th Grade/Non-SWD","REDACTED",,"57",
"2022","31","Brandywine School District","190","Brandywine High School","White","Male","12th Grade","All Students","All Students","White/Male/12th Grade","REDACTED",,"53",
"2022","31","Brandywine School District","190","Brandywine High School","White","Male","12th Grade","Non-EL Students","All Students","White/Male/12th Grade/Non-EL Students","REDACTED",,"53",
"2022","31","Brandywine School District","190","Brandywine High School","White","Male","12th Grade","Non-Foster Care","All Students","White/Male/12th Grade/Non-Foster Care","REDACTED",,"53",
"2022","31","Brandywine School District","190","Brandywine High School","White","Male","12th Grade","Non-Homeless","All Students","White/Male/12th Grade/Non-Homeless","REDACTED",,"53",
